,MSE,R2,cvMSE,n_components
DAWD720101,0.09227590929083036,0.87847413169403,0.8431710859944481,2
ISOY800108,0.14520466710711133,0.8087678204648746,0.8446319571352947,2
FAUJ880111,17.57506894075644,-22.146079296072042,0.8516906800244696,7
AURR980103,2.582683170588135e-05,0.9999659864836579,0.8586820466709153,10
QIAN880126,0.0048525138012738885,0.9936093184266772,0.8587296583105506,10
TANS770102,0.04277859733645179,0.9436612846605634,0.8594301879410037,2
VHEG790101,0.0460992806650317,0.9392879988487386,0.859791730298125,3
LAWE840101,0.59736464236274,0.21328050391120745,0.8609687965601839,2
ROBB760112,0.0003426491750397481,0.999548736622147,0.8636399063866431,10
KARS160115,0.02781594018711855,0.9633668602134011,0.864636138762839,6
QIAN880110,0.014503571699824077,0.9808990325004128,0.8655603699969606,5
QIAN880122,0.0014028022665436787,0.9981525322826568,0.8668221333665662,8
AURR980108,0.10465255604896549,0.8621742896707112,0.8679028862103563,5
BIOV880102,8.079204944578212e-06,0.9999893598187907,0.8701521290804316,10
GUYH850102,0.0033773060070594937,0.9955521430436486,0.8725314281350861,10
CRAJ730101,0.0011334057156109126,0.998507323148684,0.8738800035008883,10
KLEP840101,0.1474209603221118,0.8058489984294863,0.8743170109274296,2
NAKH900103,0.11955935421464209,0.8425422794887675,0.8765417722586025,2
QIAN880117,0.018860206838285938,0.9751614150424779,0.8777364263936828,3
RADA880108,0.06634792024781248,0.9126208706001676,0.8789406935108729,4
GEIM800102,0.1231476849146823,0.8378165064517665,0.8802451714834519,2
NAGK730103,0.005744748419632283,0.9924342599790069,0.8814780252425068,8
AURR980101,0.12728957864157467,0.8323616999322748,0.8823632246400663,2
RADA880105,0.09871938725762294,0.8699881762497235,0.8854507137172445,2
BASU050103,0.353587567459796,0.5343309376414082,0.8861972246702575,2
FAUJ880104,0.006341526858124817,0.9916483125038592,0.8869867357838135,10
QIAN880101,0.04052863451063363,0.9466244490245356,0.8876452150302035,3
LIFS790103,0.3253005426399287,0.5715844882099801,0.8887466309224125,2
CHOP780212,0.4410216586249902,0.419181664878301,0.8890316045631964,2
AVBF000101,0.04166009216345308,0.9451343377401595,0.8893435039918892,4
KANM800101,0.00015827410002253954,0.9997915555903658,0.8902983043931386,9
