,MSE,R2,cvMSE,n_components
AVBF000109_JUNJ780101_PALJ810102,0.05935620546529588,0.5855325675680618,0.09306184861450176,6
AVBF000109_JUNJ780101_FAUJ830101,0.06310115276527839,0.5593826700156622,0.09306205643738419,4
AVBF000109_JUNJ780101_FUKS010104,0.05969681102718038,0.5831542161960415,0.09306778712135794,5
AVBF000109_JUNJ780101_NISK800101,0.0472003006045792,0.6704137798526626,0.09309194136945285,9
AVBF000109_JUNJ780101_PONP800102,0.06402371833662285,0.552940658087713,0.0931094452162354,3
AVBF000109_JUNJ780101_PRAM900103,0.04687445640266381,0.6726890568634154,0.09312683748036153,10
AVBF000109_JUNJ780101_LEVM780102,0.04687445640266381,0.6726890568634154,0.09312683748036153,10
AVBF000109_JUNJ780101_TANS770102,0.05711657032922953,0.6011713001513384,0.09312887123579676,5
AVBF000109_JUNJ780101_PRAM820102,0.045234712493652345,0.6841389203189094,0.09314435821556771,10
AVBF000109_JUNJ780101_PARJ860101,0.06572536822310913,0.541058522869982,0.09314480539283115,4
AVBF000109_JUNJ780101_MUNV940105,0.06125390783355245,0.5722814538567722,0.09315261244007368,5
AVBF000109_JUNJ780101_BROC820102,0.04625071772116205,0.6770444459554905,0.09316335482448027,10
